is_drug_like,mol weight,logp,hydrogen donors,hydrogen acceptors
Yes,356.44100000000026,4.560720000000004,1,3
No,435.33700000000033,5.3232200000000045,1,3
Yes,368.4330000000001,4.080700000000003,0,4
Yes,429.3390000000001,4.704100000000005,0,4
Yes,364.47000000000014,4.250020000000004,0,4
Yes,364.47000000000014,3.9841000000000033,0,4
Yes,378.4970000000001,4.374200000000004,0,4
Yes,414.91400000000016,4.473800000000004,0,5
Yes,428.9410000000001,4.863900000000005,0,5
No,442.96800000000013,5.254000000000006,0,5
No,456.99500000000006,5.644100000000006,0,5
No,471.0220000000001,6.0342000000000064,0,5
No,485.04900000000015,6.424300000000008,0,5
No,499.0760000000001,6.814400000000008,0,5
No,450.6040000000002,5.689220000000005,0,5
No,464.6310000000002,5.943200000000006,0,5
No,478.6580000000002,6.504200000000008,0,5
No,464.6310000000002,5.997640000000007,0,5
No,471.0220000000001,6.0342000000000064,0,5
No,471.0220000000001,6.0342000000000064,0,5
Yes,344.823,3.2642000000000015,2,3
Yes,361.875,4.407800000000003,1,4
Yes,341.798,3.2562700000000024,2,3
Yes,345.807,4.242900000000002,1,4
Yes,372.87700000000007,4.450900000000003,0,4
No,434.9480000000002,5.679100000000004,1,4
No,452.9380000000002,5.818200000000004,1,4
No,469.39300000000026,6.332500000000005,1,4
No,513.8440000000003,6.441600000000005,1,4
No,448.9750000000001,5.987520000000005,1,4
No,463.0020000000001,6.329720000000006,0,4
No,448.97500000000025,5.721600000000005,1,4
Yes,370.8610000000001,4.204900000000003,0,4
Yes,370.8610000000001,4.204900000000005,0,4
No,398.5020000000002,6.155500000000006,1,3
No,384.47500000000014,5.765400000000006,1,3
No,370.4480000000001,5.3753000000000055,1,3
Yes,356.42100000000005,4.985200000000005,1,3
No,412.4850000000001,5.946100000000006,0,4
No,398.45800000000014,5.556000000000005,0,4
No,398.45800000000014,5.857700000000005,1,3
No,384.4310000000001,5.4676000000000045,1,3
No,719.8149999999996,7.2299800000000065,3,10
No,406.91700000000026,6.327800000000004,3,3
No,391.9020000000002,6.251200000000004,2,2
No,407.90500000000026,5.722800000000004,3,4
No,390.9140000000002,5.788400000000005,1,2
No,458.37500000000017,2.233199999999999,8,11
No,433.6210000000003,5.894940000000005,1,4
Yes,465.61900000000037,4.576540000000004,1,4
No,403.5950000000001,6.746940000000007,1,4
No,375.5410000000001,5.966740000000005,1,4
No,445.67600000000016,7.484940000000008,1,4
No,443.6600000000002,7.2389400000000075,1,4
No,443.6600000000002,7.094840000000007,1,4
No,443.6600000000002,7.0964400000000065,1,4
No,457.68700000000024,7.486540000000008,1,4
No,455.6710000000002,7.240540000000007,1,4
Yes,452.5800000000002,3.0379400000000016,1,6
No,435.5930000000002,5.428540000000005,1,4
Yes,407.5390000000001,4.648340000000004,1,4
No,421.56600000000014,5.038440000000004,1,4
No,477.6740000000002,6.166540000000007,1,4
No,475.65800000000024,5.920540000000006,1,4
No,475.65800000000024,5.776440000000005,1,4
No,475.65800000000024,5.778040000000006,1,4
No,550.8810000000003,6.159900000000006,0,6
No,549.8930000000004,6.764900000000006,0,5
No,533.438,6.250600000000005,0,5
No,530.4630000000001,6.067500000000005,0,6
No,516.4360000000004,5.506500000000006,0,6
No,540.458,6.176180000000005,0,6
No,529.475,6.672500000000006,0,5
No,515.4480000000004,6.111500000000007,0,5
No,531.4470000000002,6.124500000000006,0,6
No,526.4310000000003,5.987580000000005,0,6
No,519.4110000000003,6.255000000000005,0,5
No,517.4200000000002,5.821500000000004,1,6
No,531.447,6.124500000000006,0,6
No,526.4310000000002,5.987580000000005,0,6
No,502.40900000000033,5.510900000000005,0,6
No,501.42100000000033,6.115900000000005,0,5
No,507.4690000000005,6.244000000000006,0,5
No,529.475,6.419920000000006,0,5
No,583.445,7.130300000000005,0,5
No,599.4440000000001,7.010100000000005,0,6
No,540.458,5.983180000000005,0,6
No,549.8930000000004,6.764900000000006,0,5
No,533.4380000000002,6.250600000000006,0,5
No,549.8930000000001,6.764900000000005,0,5
No,529.4750000000003,6.419920000000006,0,5
No,545.4740000000002,6.120100000000006,0,6
No,533.4670000000002,5.153420000000006,0,6
No,521.4120000000003,4.802920000000005,0,8
No,529.4750000000005,6.154000000000007,0,5
No,530.4630000000004,5.549000000000007,0,6
No,503.4150000000002,3.8709000000000033,0,6
No,517.4420000000001,4.261000000000004,0,6
No,531.469,4.649500000000004,0,6
No,529.4530000000001,4.403500000000004,0,6
No,531.469,4.651100000000005,0,6
No,585.4390000000001,5.193500000000005,0,6
No,545.496,4.897100000000005,0,6
No,545.496,5.041200000000005,0,6
No,585.561,5.821400000000006,0,6
No,587.533,4.667700000000004,0,7
No,525.4400000000002,5.846400000000005,0,6
No,523.4240000000002,5.600400000000005,0,6
No,537.451,5.848000000000006,0,6
No,521.3300000000002,5.000200000000003,0,5
No,509.44100000000026,5.628100000000006,0,5
No,511.41300000000024,4.474400000000004,0,6
No,523.4680000000002,5.8741000000000065,0,5
No,553.5190000000001,5.5811000000000055,0,6
No,587.4670000000001,5.277900000000005,0,7
No,535.479,6.018200000000006,0,5
No,537.451,4.864500000000005,0,6
No,550.494,4.923800000000005,0,6
No,557.4850000000004,6.241600000000006,0,5
No,522.4400000000002,5.127100000000005,0,5
No,536.4670000000001,5.563500000000006,1,5
No,604.4639999999999,6.496000000000006,1,5
No,550.494,5.953600000000006,1,5
No,564.5210000000001,6.201200000000006,1,5
No,544.446,6.143400000000005,1,5
No,545.434,5.538400000000005,1,6
No,562.436,6.282500000000004,1,5
No,580.426,6.421600000000004,1,5
No,580.426,6.421600000000004,1,5
No,562.436,6.282500000000004,1,5
No,611.4399999999999,6.139800000000005,1,7
No,626.501,5.148900000000005,1,7
No,500.65700000000027,6.574420000000007,1,6
No,500.65700000000027,6.574420000000007,1,6
No,356.50600000000014,5.955500000000006,0,3
Yes,372.50500000000017,4.839400000000005,0,4
No,500.65700000000027,6.574420000000007,1,6
No,484.65800000000024,6.077120000000008,1,5
Yes,330.4680000000001,4.706600000000005,2,3
No,370.4890000000002,5.220500000000005,0,4
Yes,360.49400000000014,4.609300000000005,2,4
No,402.53100000000023,5.180100000000006,1,5
Yes,380.4440000000001,2.918700000000001,1,5
Yes,400.4780000000002,4.063300000000003,1,4
Yes,356.46600000000024,3.4421000000000017,1,4
Yes,365.42900000000003,4.013100000000003,1,4
Yes,365.42900000000003,4.013100000000003,1,4
No,385.46300000000014,5.157700000000005,1,3
Yes,438.4800000000002,2.6765000000000008,1,6
Yes,458.5140000000003,3.821100000000002,1,5
Yes,423.46500000000015,3.770900000000002,1,5
Yes,423.46500000000015,3.770900000000002,1,5
No,407.5100000000002,5.096300000000004,0,4
No,407.5100000000002,5.096300000000005,0,4
No,479.5730000000004,5.029600000000005,0,6
Yes,465.5460000000003,4.941200000000005,1,5
No,564.7270000000004,4.007400000000002,2,7
No,568.6710000000004,1.7000000000000026,2,9
No,610.7080000000004,1.8774000000000022,2,9
No,584.761,5.1520000000000055,2,6
No,588.705,2.8446000000000016,2,8
No,637.7740000000005,4.142100000000003,2,8
No,622.723,0.6762000000000045,4,9
No,642.7570000000001,1.8208000000000018,4,8
No,607.708,1.7706000000000033,4,8
No,506.64300000000037,5.382800000000005,1,5
No,429.5760000000001,7.783300000000008,3,4
No,401.52200000000005,7.003100000000008,3,4
No,800.7239999999999,7.522700000000009,1,9
No,932.883,7.57250000000001,1,12
No,435.3370000000004,5.015520000000004,1,2
No,362.45400000000006,5.613420000000004,1,3
No,473.9350000000002,6.846000000000005,1,3
No,459.45600000000024,5.121700000000003,1,5
Yes,331.39300000000026,4.024400000000003,1,5
Yes,322.4300000000001,3.431300000000002,1,4
Yes,324.40200000000016,2.2776000000000005,1,5
Yes,388.53300000000024,4.5038000000000045,2,4
Yes,318.37300000000016,2.924520000000001,1,5
Yes,317.3890000000002,2.3616,1,4
Yes,317.389,2.3616,1,4
Yes,302.3740000000001,2.9562000000000017,2,3
Yes,314.38500000000016,3.0231000000000012,1,4
Yes,321.3730000000001,3.7969200000000027,1,4
Yes,337.8280000000001,4.311220000000003,1,4
Yes,423.5560000000002,3.1605000000000016,1,6
Yes,391.55800000000016,4.478900000000004,1,5
Yes,373.5180000000002,4.568400000000004,1,4
No,465.6590000000003,7.089300000000008,1,4
No,395.52400000000034,5.356600000000005,1,4
No,389.56100000000026,5.340620000000005,1,4
Yes,375.5340000000002,4.9505200000000045,1,4
Yes,361.5070000000002,4.560420000000004,1,4
Yes,361.5070000000001,4.560420000000004,1,4
Yes,347.4800000000001,4.306440000000004,1,4
No,395.52400000000034,5.356600000000005,1,4
Yes,361.5070000000001,4.642100000000005,1,4
Yes,333.45300000000015,3.998020000000003,1,4
Yes,319.42600000000016,3.689600000000003,1,4
No,312.75600000000003,5.244000000000002,2,2
No,328.824,5.712500000000003,2,2
No,342.851,6.020920000000002,2,2
No,342.851,6.020920000000002,2,2
Yes,301.77700000000016,4.194100000000002,2,2
Yes,373.49600000000015,4.6330000000000044,0,2
No,387.52300000000014,5.023100000000005,0,2
No,407.94100000000014,5.199500000000006,0,2
No,452.3920000000001,5.355600000000005,0,2
No,387.5230000000002,5.239100000000006,0,2
Yes,373.49600000000015,4.849000000000005,0,2
Yes,359.4690000000001,4.458900000000003,0,2
Yes,275.307,2.1662,1,2
No,407.94100000000014,5.502400000000006,0,2
Yes,403.5220000000001,4.307400000000003,1,3
Yes,402.5380000000001,3.8804000000000025,2,3
No,501.7110000000004,6.990200000000008,0,3
No,500.72700000000043,6.563200000000007,1,3
No,300.442,5.345700000000005,1,2
Yes,286.41499999999996,4.955600000000004,1,2
No,509.44400000000036,6.010300000000005,0,3
No,373.43700000000007,5.176680000000004,1,4
No,356.85600000000005,6.533880000000004,1,1
No,365.3980000000001,6.9192000000000045,1,0
No,382.872,5.958400000000004,1,3
No,416.42400000000004,6.323800000000003,1,3
No,393.4080000000001,6.4066200000000055,1,1
No,379.42500000000007,7.227620000000005,1,0
No,439.4240000000001,7.999500000000004,1,1
No,396.43700000000007,6.852380000000004,1,2
No,396.43700000000007,6.852380000000004,1,2
No,431.4450000000001,7.990100000000004,1,1
No,429.463,6.767300000000004,1,3
No,396.43700000000007,6.852380000000004,1,2
No,413.464,7.1833000000000045,1,2
No,341.41,5.441500000000003,2,1
No,631.8650000000001,8.607300000000006,1,5
No,617.8380000000001,8.121000000000008,2,5
Yes,365.5210000000002,4.925100000000005,1,2
Yes,345.4430000000001,3.153900000000002,1,4
Yes,359.4700000000001,3.5440000000000023,1,4
Yes,375.46900000000005,2.5164,2,5
Yes,330.4320000000001,2.4662000000000006,2,3
Yes,344.45900000000006,2.856300000000001,2,3
Yes,360.458,1.8286999999999998,3,4
Yes,349.47800000000007,4.891600000000004,1,2
Yes,365.47700000000003,3.8640000000000025,2,3
Yes,366.5090000000002,4.320100000000004,1,3
Yes,344.45500000000004,3.7589000000000024,1,3
Yes,360.45400000000024,2.731300000000001,2,4
Yes,358.4820000000001,4.149000000000003,1,3
Yes,374.4810000000003,3.1214000000000013,2,4
Yes,379.45100000000014,3.706500000000002,2,2
Yes,329.4440000000001,3.071200000000001,2,2
Yes,345.44300000000015,2.0435999999999996,3,3
Yes,343.47100000000006,3.4613000000000014,2,2
Yes,359.4700000000002,2.4337000000000004,3,3
No,348.49000000000007,5.496600000000005,1,1
Yes,364.4890000000001,4.469000000000004,2,2
Yes,381.52000000000015,3.8975000000000026,2,3
Yes,365.52100000000013,4.925100000000004,1,2
Yes,365.5210000000002,4.876700000000004,1,2
No,554.4820000000001,5.045900000000005,1,6
No,552.5100000000001,6.103400000000006,2,5
No,552.5100000000001,6.0555000000000065,1,5
No,606.48,6.742000000000006,1,5
No,538.4830000000001,5.809500000000006,1,5
No,536.4670000000002,5.563500000000006,1,5
No,550.4940000000001,5.953600000000006,1,5
No,552.4660000000001,4.7999000000000045,1,6
No,550.4940000000001,5.999900000000006,2,5
No,618.4910000000001,6.932400000000005,2,5
No,564.5210000000001,6.390000000000006,2,5
No,600.5010000000001,6.6352000000000055,2,5
No,614.528,7.025300000000006,2,5
No,564.5210000000001,6.247500000000006,2,5
No,578.5480000000001,6.637600000000006,2,5
No,614.528,6.882800000000006,2,5
No,593.563,5.399100000000005,2,6
No,590.4900000000001,6.396600000000005,2,5
No,590.4900000000001,6.396600000000006,2,5
No,558.4730000000001,6.579800000000005,2,5
No,559.4610000000001,5.9748000000000046,2,6
No,576.4630000000001,6.718900000000005,2,5
No,594.4530000000001,6.858000000000004,2,5
No,594.4530000000001,6.858000000000004,2,5
No,576.4630000000001,6.718900000000005,2,5
No,627.458,6.993600000000004,2,6
No,627.458,6.993600000000004,2,6
No,625.467,6.576200000000005,2,7
No,616.4350000000001,6.321700000000003,3,6
No,562.465,5.313300000000004,2,6
No,640.5280000000002,5.585300000000005,2,7
No,613.0880000000002,6.398000000000006,2,6
No,611.0970000000002,5.980600000000006,2,7
No,560.008,6.204600000000005,2,5
No,611.0030000000002,6.479300000000005,2,6
No,609.0120000000002,6.061900000000005,2,7
No,578.548,6.780100000000006,2,5
No,614.5279999999999,7.025300000000006,2,5
No,604.5169999999999,6.786700000000006,2,5
No,590.4900000000001,7.109000000000005,2,5
No,608.4799999999999,7.248100000000005,2,5
No,639.494,6.966300000000005,2,7
No,654.555,5.975400000000005,2,7
No,614.603,5.904900000000006,2,6
No,491.5870000000003,6.850200000000007,0,5
No,505.6140000000003,7.2403000000000075,0,5
No,519.6410000000004,7.630400000000008,0,5
No,533.6680000000005,8.020500000000007,0,5
No,433.5070000000001,6.951500000000006,1,4
No,523.6320000000003,8.546200000000004,0,4
No,451.4970000000001,7.090600000000005,1,4
No,559.6120000000003,8.8244,0,4
No,465.52400000000017,7.114900000000006,0,4
No,469.48700000000014,7.229700000000005,1,4
No,595.5920000000003,9.102599999999999,0,4
No,434.4950000000001,6.346500000000005,1,5
No,458.51700000000017,6.823180000000005,1,5
No,463.5330000000002,6.960100000000006,1,5
No,397.47400000000016,6.161300000000004,1,4
No,413.5170000000001,6.941500000000006,1,4
No,441.5710000000002,7.721700000000007,1,4
No,519.5320000000003,6.638200000000006,0,6
Yes,332.51300000000015,4.447620000000004,1,3
Yes,274.389,3.6484200000000016,1,3
Yes,302.44300000000004,4.428620000000003,1,3
Yes,258.346,3.010720000000001,1,3
Yes,286.4000000000001,3.7909200000000025,1,3
Yes,300.42700000000013,4.181020000000003,1,3
Yes,288.372,2.5909200000000006,0,4
Yes,314.4540000000002,4.428620000000003,1,3
Yes,348.4710000000001,4.925920000000004,1,3
Yes,352.50300000000016,4.817120000000004,1,3
Yes,308.40599999999995,4.048520000000003,1,3
Yes,326.39599999999996,4.187620000000003,1,3
Yes,326.39599999999996,4.187620000000003,1,3
Yes,342.851,4.701920000000003,1,3
Yes,246.335,2.689940000000001,1,3
Yes,286.4,3.5673400000000024,1,3
Yes,290.43199999999996,3.458540000000002,1,3
Yes,274.389,3.6064000000000025,1,3
Yes,268.341,3.226300000000002,1,3
Yes,302.786,3.8797000000000015,1,3
Yes,304.374,4.701800000000002,1,3
Yes,304.374,4.701800000000002,1,3
Yes,308.40600000000006,4.103700000000003,1,3
Yes,312.438,3.994900000000003,1,3
Yes,312.4380000000001,4.451200000000004,1,3
Yes,304.374,4.701800000000002,1,3
Yes,322.311,4.567400000000002,1,3
Yes,322.311,4.567400000000001,1,3
No,382.5730000000001,5.536700000000006,0,2
No,374.5090000000001,5.787300000000005,0,2
No,392.4460000000001,5.652900000000004,0,2
No,392.4460000000001,5.652900000000005,0,2
No,342.398,5.243500000000004,1,2
Yes,312.416,4.925500000000003,2,1
Yes,266.30000000000007,3.6541000000000015,1,2
Yes,266.3,3.576500000000002,1,2
No,356.425,5.253900000000004,0,2
No,342.3980000000001,5.039100000000004,0,2
No,348.44599999999997,5.6242000000000045,1,2
Yes,292.338,4.090300000000003,1,2
No,542.8500000000003,6.9146200000000055,1,4
No,508.8330000000003,6.271120000000004,1,4
No,563.4850000000004,6.738820000000007,1,5
No,497.4260000000003,5.019120000000005,2,4
No,539.4630000000003,5.5899200000000056,1,5
No,710.703,7.655120000000008,2,7
No,724.6080000000002,6.722420000000006,3,7
No,681.6610000000001,7.472120000000008,1,7
No,794.7429999999998,8.672920000000007,3,7
Yes,404.5180000000002,3.7638000000000025,0,5
No,419.4910000000002,5.386400000000005,0,3
No,416.2740000000001,5.514300000000004,0,2
No,419.49100000000004,5.386400000000005,0,3
No,457.54000000000036,5.919000000000006,0,3
Yes,379.50400000000013,4.180100000000004,0,4
Yes,393.5310000000002,4.570200000000004,0,4
No,431.5800000000004,5.1028000000000056,0,4
Yes,383.9230000000002,4.824900000000005,0,3
No,401.25900000000007,6.752800000000004,0,1
No,403.23100000000005,5.599100000000003,0,2
No,391.43700000000007,5.072500000000005,0,3
Yes,407.56200000000024,4.050300000000004,1,5
Yes,334.42700000000013,2.699320000000001,0,4
Yes,390.4910000000002,3.3737000000000013,0,5
No,449.0020000000004,5.137300000000004,0,4
Yes,405.46400000000006,4.996300000000005,0,3
Yes,375.43800000000005,4.987700000000005,0,2
No,349.5590000000001,5.464600000000005,2,2
Yes,365.5210000000002,4.925100000000005,1,2
Yes,295.386,3.2615000000000016,2,2
Yes,295.386,3.2615000000000016,2,2
Yes,295.386,3.2615000000000016,2,2
Yes,295.386,3.2615000000000016,2,2
Yes,365.5210000000002,4.925100000000005,1,2
Yes,365.5210000000002,4.925100000000005,1,2
Yes,408.5460000000002,3.0671000000000017,1,4
Yes,408.5460000000002,3.067100000000001,1,4
Yes,408.5460000000002,3.067100000000001,1,4
Yes,295.38599999999997,3.2615000000000016,2,2
Yes,365.52100000000013,4.925100000000005,1,2
Yes,408.5460000000003,3.0671000000000017,1,4
Yes,295.38599999999997,3.2615000000000016,2,2
Yes,295.38599999999997,3.2615000000000016,2,2
Yes,295.38599999999997,3.2615000000000016,2,2
Yes,365.52100000000013,4.925100000000005,1,2
Yes,365.52100000000013,4.925100000000005,1,2
Yes,408.5460000000003,3.0671000000000017,1,4
Yes,408.5460000000003,3.0671000000000017,1,4
Yes,408.5460000000003,3.0671000000000017,1,4
Yes,381.5200000000002,3.897500000000004,2,3
No,396.36800000000005,5.660800000000004,1,2
No,396.36800000000005,5.660800000000004,1,2
Yes,361.37600000000003,4.777600000000002,1,3
Yes,343.386,4.638500000000003,1,3
Yes,343.386,4.638500000000003,1,3
Yes,343.386,4.638500000000003,1,3
No,378.37800000000004,5.521700000000004,1,2
No,378.37800000000004,5.521700000000004,1,2
No,360.38800000000003,5.382600000000004,1,2
No,360.38800000000003,5.382600000000004,1,2
No,360.38800000000003,5.382600000000004,1,2
Yes,343.3860000000001,4.638500000000003,1,3
Yes,343.386,4.638500000000003,1,3
No,360.38800000000003,5.382600000000004,1,2
No,360.38800000000003,5.382600000000004,1,2
No,360.38800000000003,5.382600000000004,1,2
No,360.38800000000003,5.382600000000004,1,2
No,360.38800000000003,5.382600000000004,1,2
No,360.38800000000003,5.382600000000004,1,2
No,396.36800000000005,5.660800000000004,1,2
No,396.36800000000005,5.660800000000004,1,2
Yes,343.386,4.638500000000003,1,3
Yes,343.386,4.638500000000003,1,3
Yes,343.386,4.638500000000003,1,3
Yes,343.386,4.638500000000003,1,3
No,360.38800000000003,5.382600000000004,1,2
No,378.37800000000004,5.521700000000004,1,2
No,378.37800000000004,5.521700000000004,1,2
No,515.4480000000003,6.870200000000006,1,5
No,516.4360000000004,6.265200000000005,1,6
No,517.4240000000003,5.660200000000005,1,7
No,516.4360000000004,6.265200000000005,1,6
No,529.4750000000004,6.5479000000000065,1,5
No,530.4630000000004,5.942900000000006,1,6
No,543.502,6.8901000000000066,0,5
No,547.4650000000001,6.687000000000006,1,5
No,561.4920000000001,7.029200000000006,0,5
No,561.4480000000001,7.023300000000004,1,6
No,540.4580000000003,7.049600000000004,1,5
No,560.4640000000004,6.512370000000005,2,5
No,575.4790000000002,6.533670000000004,3,5
No,525.4400000000002,4.910800000000004,1,6
No,525.4400000000002,4.910800000000004,1,6
No,573.5060000000001,4.309000000000004,1,7
No,558.008,5.824900000000005,1,6
No,537.495,6.310500000000006,1,5
No,539.4670000000001,5.035300000000005,2,6
No,567.5210000000001,6.079500000000007,1,6
No,537.4510000000002,4.9108000000000045,1,6
No,551.4780000000002,5.300900000000005,1,6
No,567.5460000000002,6.017500000000005,1,6
No,599.5440000000002,4.699100000000004,1,7
No,551.4780000000001,5.300900000000005,1,6
No,564.5210000000001,5.360200000000005,1,6
No,565.5050000000001,5.691000000000006,1,6
No,566.493,4.206500000000005,1,7
No,577.9980000000002,5.9485000000000054,1,6
No,544.4460000000003,5.583100000000005,1,6
No,561.4480000000003,6.327200000000005,1,5
No,561.4480000000003,6.327200000000005,1,5
No,579.4380000000003,6.466300000000005,1,5
No,579.4380000000003,6.466300000000005,1,5
No,571.5120000000003,6.678000000000006,1,5
No,577.4800000000001,4.030600000000002,1,8
No,541.4390000000001,5.1307000000000045,1,7
No,537.4510000000001,6.036800000000005,1,6
No,539.4230000000002,4.883100000000005,1,7
No,567.4770000000001,5.663300000000006,1,7
No,553.4500000000002,5.130700000000005,1,7
No,594.5469999999999,5.826100000000006,1,7
No,573.4840000000004,6.684500000000006,1,6
No,599.4660000000001,5.629900000000005,1,6
No,573.5500000000001,5.867700000000006,1,6
No,599.5880000000001,6.257800000000007,1,6
No,600.576,5.5148000000000055,2,6
No,597.5030000000003,5.8757000000000055,1,6
No,581.0480000000003,5.361400000000005,1,6
No,632.043,5.636100000000005,1,7
No,630.052,5.218700000000005,1,8
No,597.5030000000003,5.8757000000000055,1,6
No,615.4930000000003,6.014800000000005,1,6
No,615.4930000000003,6.014800000000005,1,6
No,650.033,5.775200000000004,1,7
No,648.042,5.357800000000005,1,8
No,624.073,4.460300000000004,2,7
No,597.051,4.338600000000003,2,8
No,639.088,4.714800000000004,2,8
No,586.0240000000001,4.657820000000004,1,8
No,585.0400000000001,4.094900000000003,1,7
No,585.0400000000001,4.094900000000003,1,7
No,639.0100000000001,5.1033000000000035,2,7
Yes,311.772,4.9791000000000025,3,1
No,422.91600000000005,5.654800000000004,2,4
No,323.783,5.046000000000003,2,2
No,323.783,5.046000000000003,2,2
No,323.783,5.046000000000003,2,2
No,323.783,5.046000000000003,2,2
No,328.824,5.712500000000003,2,2
No,328.824,5.712500000000003,2,2
No,328.824,5.712500000000003,2,2
No,329.812,5.107500000000002,2,3
Yes,286.762,4.0176000000000025,2,1
Yes,286.762,4.0176000000000025,2,1
Yes,329.831,4.130500000000002,2,2
No,346.814,5.851600000000002,2,2
No,346.814,5.851600000000002,2,2
No,364.80400000000003,5.990700000000002,2,2
No,363.269,6.365900000000003,2,2
No,363.269,6.365900000000003,2,2
No,363.269,6.365900000000003,2,2
No,397.71400000000006,7.019300000000002,2,2
No,397.71400000000006,7.019300000000002,2,2
No,370.861,5.9151000000000025,2,3
No,386.86,5.499100000000002,2,4
No,406.91600000000005,5.116000000000002,2,4
No,358.85,5.721100000000002,2,3
No,358.85,5.7211000000000025,2,3
No,358.85,5.7211000000000025,2,3
No,342.851,6.020920000000002,2,2
No,371.89300000000003,5.778500000000003,2,3
No,329.812,5.107500000000002,2,3
No,329.812,5.107500000000002,2,3
Yes,383.4630000000001,4.609000000000004,1,3
Yes,369.4360000000001,4.389800000000004,1,3
Yes,383.4630000000001,4.609000000000004,1,3
Yes,369.43600000000004,4.389800000000004,1,3
No,314.469,6.035600000000006,1,2
No,286.41499999999996,5.066300000000005,2,2
No,432.6080000000002,7.531200000000007,1,3
No,386.5360000000002,5.123500000000006,2,4
No,343.4670000000001,5.922700000000007,1,4
No,359.44400000000013,6.3548000000000044,0,1
No,359.44400000000013,6.3548000000000044,0,1
No,359.44400000000013,6.3548000000000044,0,1
No,359.44400000000013,6.3548000000000044,0,1
No,397.51800000000003,5.5083000000000055,0,3
No,393.5300000000002,5.598300000000006,0,2
No,395.546,6.062100000000006,0,2
No,409.57300000000004,6.452200000000007,0,2
No,447.1040000000001,6.144100000000006,3,3
No,750.6959999999999,7.4921000000000095,2,5
Yes,392.8860000000001,4.984100000000003,1,2
No,475.51000000000005,7.3578000000000054,2,2
No,492.5010000000001,5.785300000000004,2,4
No,417.63400000000024,6.596200000000007,1,3
No,431.66100000000034,6.941200000000007,1,3
No,387.6080000000001,6.587600000000006,1,2
Yes,419.5250000000002,4.1594200000000034,1,6
Yes,316.397,4.020300000000002,2,3
Yes,302.414,3.9280000000000026,2,3
Yes,302.414,3.9264000000000028,2,3
Yes,302.414,3.9264000000000028,2,3
No,356.42500000000007,5.4379000000000035,1,2
No,348.44600000000025,5.775500000000004,1,2
No,356.4250000000001,5.5519200000000035,1,2
No,356.42500000000007,5.5519200000000035,1,2
No,356.425,5.551920000000004,1,2
No,372.42400000000004,5.252100000000003,1,3
No,372.42400000000004,5.252100000000004,1,3
No,372.42400000000004,5.252100000000003,1,3
No,376.843,5.896900000000005,1,2
No,376.843,5.896900000000005,1,2
No,376.843,5.896900000000005,1,2
No,411.28800000000007,6.550300000000004,1,2
No,411.505,5.843700000000005,1,3
No,411.505,5.843700000000005,1,3
No,411.505,5.843700000000005,1,3
No,410.39500000000004,6.262300000000004,1,2
No,410.395,6.262300000000004,1,2
No,410.395,6.262300000000005,1,2
No,425.53200000000004,6.233800000000006,1,3
No,427.504,5.080100000000004,1,4
No,398.50600000000003,6.541000000000006,1,2
No,418.4960000000001,6.910500000000005,1,2
No,392.4580000000001,6.396700000000005,1,2
No,392.458,6.396700000000005,1,2
No,348.427,5.305000000000004,1,3
No,348.427,5.305000000000004,1,3
Yes,332.35900000000004,4.836500000000003,1,3
Yes,332.3590000000001,4.836500000000003,1,3
Yes,331.37500000000006,4.571600000000002,2,2
Yes,349.415,4.700000000000002,1,4
No,363.44200000000006,5.0084200000000045,1,4
Yes,333.34700000000004,4.231500000000002,1,4
Yes,347.374,4.539920000000003,1,4
Yes,346.39000000000004,3.977000000000003,1,3
Yes,346.39000000000004,3.977000000000002,1,3
Yes,346.39000000000004,3.977000000000003,1,3
No,595.4740000000002,6.842700000000005,1,5
No,672.531,7.0898000000000065,4,7
No,655.504,7.2350000000000065,3,6
No,611.4730000000001,6.548300000000005,2,6
No,610.4890000000001,6.4249000000000045,2,6
No,750.705,4.827500000000006,5,9
No,647.584,7.080200000000005,2,6
No,672.1220000000004,5.2568000000000055,1,6
Yes,343.43000000000023,3.720200000000003,0,3
Yes,377.8750000000002,4.373600000000004,0,3
Yes,422.32600000000025,4.482700000000004,0,3
Yes,361.42000000000024,3.859300000000003,0,3
Yes,360.46500000000015,3.164200000000001,2,6
No,375.44700000000023,5.736900000000004,2,2
No,408.89300000000026,5.1178000000000035,3,5
No,422.9200000000003,5.507900000000004,3,5
No,338.79800000000006,5.122600000000002,3,3
No,355.80000000000007,5.8667000000000025,3,2
No,337.81000000000006,5.7276000000000025,3,2
No,405.92900000000026,6.641300000000005,2,2
Yes,356.44100000000003,3.796720000000003,1,2
Yes,435.3370000000002,4.559220000000003,1,2
Yes,390.886,4.450120000000004,1,2
Yes,374.431,3.935820000000003,1,2
No,432.53900000000016,5.463720000000005,1,2
No,462.56500000000017,5.472320000000005,1,3
No,450.5290000000003,5.602820000000005,1,2
Yes,356.441,4.560720000000004,1,3
No,435.3370000000003,5.3232200000000045,1,3
Yes,396.8820000000001,4.670100000000003,2,3
No,473.01600000000013,6.757500000000006,2,2
No,423.94800000000004,6.858400000000005,2,2
No,430.9350000000001,5.587200000000005,2,2
No,568.0460000000004,5.645800000000004,1,7
No,647.584,7.080200000000006,2,6
No,597.5459999999999,7.891500000000006,2,5
No,595.4740000000002,6.842700000000005,1,5
No,611.4730000000001,5.946700000000004,2,6
Yes,297.33500000000004,3.4523,2,5
Yes,326.373,3.5496000000000008,3,5
