smiles,dataset,num_atoms,num_bonds,tox21_avg_bond_importance,tox21_max_bond_importance,esol_avg_bond_importance,esol_max_bond_importance,chembl_avg_bond_importance,chembl_max_bond_importance
C=C1C(=O)N(C)CC(O)N1C(=O)/C=C/C=C\CC(C)C,ChEMBL,20,40,0.005149462,0.007313516,1.8559023,2.553478,6.425376e-05,0.0001285795
N=C(N)c1ccc(CNC(=O)C(Cc2ccc(CN)cc2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,ChEMBL,39,82,0.0037555015,0.006475716,1.0837396,1.488999,0.11308023,0.31987223
N#Cc1ccc(CC(NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)C(=O)NCc2ccc(C(=N)N)cc2)cc1,ChEMBL,39,82,0.0045021316,0.007873613,1.0956042,1.4889991,0.21488257,0.53430915
N=C(N)c1ccc(CNC(=O)[C@H](Cc2ccc(N)cc2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,ChEMBL,38,80,0.0045518633,0.007817784,1.0777808,1.5281833,0.108404875,0.25990283
N=C(N)c1ccc(CNC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,ChEMBL,38,80,0.004542189,0.007928568,1.0532867,1.5281833,0.16264582,0.4086034
N=C(N)c1ccc(CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,ChEMBL,41,88,0.0046388074,0.00848959,1.0548774,1.4163649,0.19422336,0.67347544
N=C(N)c1ccc(CNC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,ChEMBL,41,88,0.004664242,0.008509863,1.0347683,1.4255397,0.20697065,0.7252381
N=C(N)c1ccc(CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,ChEMBL,37,78,0.004355717,0.0076494133,1.116774,1.5694854,0.19287603,0.50339305
N=C(N)c1ccc(CNC(=O)C(CCC2CCNCC2)NC(=O)[C@H](N)CC2CCCCC2)cc1,ChEMBL,34,72,0.0033225007,0.0060158586,1.2281625,1.8056929,0.17547148,0.6110345
N=C(N)c1ccc(CNC(=O)C(CCC2CCNCC2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,ChEMBL,38,80,0.0028318774,0.0051180804,1.0686119,1.6156199,0.18316707,0.75632626
N=C(N)c1ccc(CNC(=O)C(CC2CCNCC2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,ChEMBL,37,78,0.0030699745,0.0054911985,1.0965867,1.6615616,0.16021805,0.6682016
N=C(N)c1ccc(CNC(=O)[C@@H](NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)C2CCNCC2)cc1,ChEMBL,36,76,0.0032950286,0.0058710333,1.1327423,1.7428026,0.14370862,0.4444016
N=C(N)c1ccc(CNC(=O)[C@H](CC2CCCN2)NC(=O)[C@@H](CC2CCCCC2)NCC(=O)O)cc1,ChEMBL,36,76,0.003229174,0.0057234545,1.1275017,1.8934302,0.16887775,0.66070086
N=C(N)NCCC[C@H](NC(=O)[C@@H](CC1CCCCC1)NCCC(=O)O)C(=O)NCc1ccc(C(=N)N)cc1,ChEMBL,38,78,0.002683977,0.0048310887,1.0228522,1.5540656,0.10199245,0.24716248
N=C(N)NCCC[C@H](NC(=O)[C@H](N)C1CCCCC1)C(=O)NCc1ccc(C(=N)N)cc1,ChEMBL,32,66,0.003726455,0.0065782387,1.2587975,1.8150961,0.055980433,0.1505844
N=C(N)NCCC[C@H](NC(=O)[C@@H](CC1CCCCC1)NCC(=O)O)C(=O)NCc1ccc(C(=N)N)cc1,ChEMBL,37,76,0.002914242,0.005174176,1.0570252,1.5978191,0.110346556,0.27431083
Cl.N=C(N)c1ccccc1.O,ChEMBL,11,18,0.02520113,0.043267652,3.0221941,3.7158594,0.45910037,1.092144
N=C(N)c1cccc(-c2ccccc2)c1,ChEMBL,15,32,0.03212483,0.06506334,2.8132915,3.3657465,0.26828307,0.63647306
Cc1ccc(C(=N)N)cc1C,ChEMBL,11,22,0.02963367,0.04137704,3.5412557,4.063303,0.3156122,0.6387491
Cc1cc(C)cc(C(=N)N)c1,ChEMBL,11,22,0.025041707,0.03401421,3.2039206,3.5304217,0.23678456,0.68454915
N=C(N)c1cccc(OCCCOc2ccccc2)c1,ChEMBL,20,42,0.0123720495,0.024166275,2.017943,2.417493,0.3566841,0.7589719
Cc1nc2ccc(OCc3nc4ccc(OS(=O)(=O)[O-])cc4s3)cc2s1.[Na+],ChEMBL,27,58,0.011178673,0.023493327,1.4685571,1.9179207,0.0026089977,0.006526087
COc1cc2occ(C(=O)OC(C)(C)C)c2cc1OCc1nc2ccc(OS(=O)(=O)[O-])cc2s1.[Na+],ChEMBL,35,74,0.0066505484,0.01340312,1.1263993,1.8062103,0.00015718128,0.00052857015
CCOC(=O)c1c(COc2cc3c(C(=O)OCC)c(Cc4ccccc4)oc3cc2OC)[nH]c2ccc(OS(=O)(=O)[O-])cc12.[Na+],ChEMBL,45,96,0.0050379974,0.011012542,0.93999845,1.6382589,0.020090794,0.04382584
CCOC(=O)c1c(C)[nH]c2ccc(OCc3c(C(=O)OCC)c4cc(OS(=O)(=O)[O-])ccc4n3C(=O)OC(C)(C)C)cc12.[Na+],ChEMBL,44,92,0.004316754,0.007255971,0.9271835,1.6457629,0.0012217766,0.00457767
CCOC(=O)c1c(COc2cc3c(C(=O)OCC)c(COc4cc5c(C(=O)OCC)c(C)oc5cc4OC)oc3cc2OC)[nH]c2ccc(OS(=O)(=O)[O-])cc12.[Na+],ChEMBL,57,122,0.0033710024,0.006723156,0.7184007,1.2933621,0.0688563,0.1430319
N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCC(N)=O,ChEMBL,33,66,0.0029128722,0.004891664,1.156174,1.7721896,0.23214352,0.6695226
N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c1ccccc1,ChEMBL,39,80,0.0035369329,0.007530488,1.0131229,1.5013266,0.30489025,1.1917243
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2cc(-c3ccc4c(N)n[nH]c4c3)ccn2)CC1,ChEMBL,35,78,0.008885275,0.01980026,1.2653174,1.8305051,0.61442065,2.8564138
COc1cc(-c2noc3ncn(-c4ccc(N5CCOCC5=O)cc4)c(=O)c23)ccc1OC(C)=O,ChEMBL,35,78,0.009085751,0.018568523,1.1898441,1.7243419,9.435313e-05,0.00024478787
COc1ccc(-c2noc3ncn(-c4ccc(C(=O)Nc5ccccn5)cc4)c(=O)c23)cc1,ChEMBL,33,74,0.014722985,0.036695678,1.3850914,1.8288474,0.00087198324,0.0025716969
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,ChEMBL,37,80,0.007945767,0.015004873,1.1767136,1.7176871,0.0,0.0
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3F)ccc21,ChEMBL,36,78,0.00906453,0.016935833,1.2160912,1.6708459,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(Cl)cc3)ccc21,ChEMBL,38,82,0.007926555,0.0148498565,1.1765103,1.6724849,0.11808943,0.5784852
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)cc3)ccc21,ChEMBL,38,82,0.008093038,0.015116791,1.1973697,1.6724849,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(OC)cc3)ccc21,ChEMBL,39,84,0.006811917,0.012805349,1.1346586,1.6296008,0.1160613,0.41117582
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(F)c3)ccc21,ChEMBL,38,82,0.00798391,0.0149894515,1.1793777,1.6724849,0.045526974,0.119737744
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(OC)c3)ccc21,ChEMBL,39,84,0.0067121824,0.012688081,1.1145004,1.6296008,0.11589208,0.40587792
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3F)ccc21,ChEMBL,38,82,0.007931104,0.014992132,1.1691924,1.6724849,0.10971431,0.29886335
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3OC)ccc21,ChEMBL,39,84,0.0066475263,0.01261856,1.0997596,1.6296008,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3C)ccc21,ChEMBL,38,82,0.0075212703,0.013760358,1.1562172,1.6724849,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3)ccc21,ChEMBL,37,80,0.0079235975,0.014955917,1.1985055,1.7176871,0.0,0.0
Cn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,ChEMBL,36,78,0.009056468,0.016794369,1.2000811,1.6708459,0.0,0.0
Cn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)cc3)ccc21,ChEMBL,37,80,0.009041656,0.016576327,1.2222161,1.625688,0.0,0.0
COc1ccc(N(CCC(=O)O)C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2F)n3C)cc1,ChEMBL,38,82,0.0077008023,0.014227696,1.1565782,1.5829065,0.0,0.0
Cn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(F)c3)ccc21,ChEMBL,37,80,0.0089198975,0.016437411,1.2032758,1.625688,0.0,0.0
COc1cccc(N(CCC(=O)O)C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2F)n3C)c1,ChEMBL,38,82,0.007586732,0.014095479,1.1353848,1.5829065,0.0,0.0
Cn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3F)ccc21,ChEMBL,37,80,0.008860966,0.016440617,1.1925538,1.625688,0.06759851,0.21885619
Cc1ccccc1N(CCC(=O)O)C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1F)n2C,ChEMBL,37,80,0.008537792,0.015342398,1.1788949,1.6256878,0.0,0.0
Cn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3)ccc21,ChEMBL,36,78,0.00903083,0.01673884,1.2230526,1.6708459,0.0,0.0
CC(=O)O.N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCc2ccccc2)cc1,ChEMBL,32,66,0.005913256,0.010297673,1.3312241,1.8590199,0.19014397,0.5520688
N=C(N)NCCC[C@H](NC(=O)c1ccc(/C=C2\SC(=O)N(C3CCC3)C2=O)cc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c1ccccc1,ChEMBL,51,108,0.0031778195,0.0064230794,0.8096606,1.2377961,0.45813277,1.4947631
CN1C(=O)c2ccc(OC(=O)CCc3ccc(N)nc3)cc2C1=O.Cl,ChEMBL,25,52,0.013146499,0.020570952,1.8363621,2.2352464,0.22847398,0.95816505
CCOP(=O)(CCc1ccc(N)nc1)Oc1ccc2c(c1)C(=O)N(C)C2=O.Cl,ChEMBL,28,58,0.008060503,0.012577357,1.4923055,2.0102773,0.014322963,0.032405697
N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl,ChEMBL,28,60,0.008424351,0.014991971,1.5768439,2.134177,0.17256056,0.52175194
CC[C@@H](N)C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1,ChEMBL,24,50,0.0062005674,0.01075256,1.8121998,2.427221,0.3182629,0.7356435
N=C(N)c1ccc(CNC(=O)CNC(=O)[C@@H](Cc2ccccc2)NS(=O)(=O)Cc2ccccc2)cc1,ChEMBL,36,76,0.0060871504,0.010559388,1.2485125,1.6674924,0.12281046,0.2950784
COc1ccc(C(=O)Nc2ccccn2)cc1,ChEMBL,17,36,0.022533694,0.047415785,2.4620404,3.093822,0.046187982,0.1044435
NC(=O)c1ccc(Cl)s1,ChEMBL,9,18,0.04460315,0.08119654,2.341369,3.8125672,0.0039885268,0.006725663
N=C(N)c1ccc(C2C3C(=O)N(Cc4ccc(F)cc4)C(=O)C3C3CCCN32)cc1,ChEMBL,30,68,0.0110454755,0.018878633,1.5675955,2.1632838,0.0644618,0.15593061
N=C(N)c1ccc(C2C3C(=O)N(Cc4ccccc4)C(=O)C3C3CCCN32)cc1,ChEMBL,29,66,0.010888004,0.018720074,1.5714542,2.2378798,0.08646866,0.22332859
N=C(N)NCCC[C@H](NC(=O)c1ccc(C(F)(F)F)cc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c1ccccc1,ChEMBL,43,88,0.0032831253,0.007325232,0.94674474,1.3616681,0.3200634,0.9170497
N=C(N)c1ccc(C[C@H](NC(=O)c2ccc(C(F)(F)F)cc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c2ccccc2)cc1,ChEMBL,46,96,0.0044448036,0.009609362,0.9290173,1.2664096,0.1877229,0.67805123
N=C(N)c1cccc(C[C@H](NC(=O)c2ccc(C(F)(F)F)cc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c2ccccc2)c1,ChEMBL,46,96,0.0044000847,0.009570726,0.9164324,1.2664096,0.18378156,0.67019135
N=C(N)Nc1ccc(C[C@H](NC(=O)c2ccc(C(F)(F)F)cc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c2ccccc2)cc1,ChEMBL,47,98,0.0042191623,0.009256056,0.9037269,1.2394646,0.204051,0.5788624
N=C(N)NCCC[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c1ccccc1,ChEMBL,41,84,0.002948487,0.006255443,0.96559817,1.4241989,0.20137838,0.6745158
N=C(N)c1ccc(C[C@H](NC(=O)CCc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c2ccccc2)cc1,ChEMBL,44,92,0.004114378,0.008351119,0.9499778,1.3203471,0.17830376,0.75258905
N=C(N)c1cccc(C[C@H](NC(=O)CCc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c2ccccc2)c1,ChEMBL,44,92,0.0040689064,0.008315906,0.9362487,1.3203471,0.18123208,0.76700044
N=C(N)Nc1ccc(C[C@H](NC(=O)CCc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(N)=O)c2ccccc2)cc1,ChEMBL,45,94,0.0039018814,0.008037417,0.92329454,1.2910058,0.16544056,0.7009147
N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3cn(nn3)Cc3ccc(cc3)Cn3cc(nn3)C[C@@H](NS(=O)(=O)Cc3ccccc3)C(=O)N2)cc1,ChEMBL,49,108,0.006734244,0.013367183,0.83679706,1.0755546,0.022375504,0.06445511
N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3cccc(c3)CNC(=O)Cc3ccccc3CC(=O)NCc3cccc(c3)C[C@@H](NS(=O)(=O)Cc3ccccc3)C(=O)N2)cc1,ChEMBL,59,128,0.005357649,0.009113689,0.7216912,0.97431517,0.01537497,0.05075216
O=C1CN2CCN(CC2)CC(=O)Nc2ccc(cc2)C[C@@H](NS(=O)(=O)Cc2ccccc2)C(=O)N[C@H](C(=O)O)Cc2ccc(cc2)N1,ChEMBL,47,102,0.005190536,0.009381289,0.68016666,0.9512737,0.00048840273,0.0010750124
N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(cc3)CNC(=O)Cc3cccc(c3)CC(=O)NCc3ccc(cc3)C[C@@H](NS(=O)(=O)Cc3ccccc3)C(=O)N2)cc1,ChEMBL,59,128,0.0053592115,0.009513831,0.7299571,0.97431517,0.008008984,0.026121572
N=C(N)c1ccc(CNC(=O)[C@@H]2Cc3ccc(cc3)OC/C=C\COc3ccc(cc3)C[C@@H](NS(=O)(=O)Cc3ccccc3)C(=O)N2)cc1,ChEMBL,49,106,0.0057128374,0.010164147,0.8938312,1.1731548,0.04908207,0.1719616
N=C(N)c1ccc(CNC(=O)[C@@H]2CCCCNC(=O)c3cccc(c3)C(=O)NCCCC[C@@H](NS(=O)(=O)Cc3ccccc3)C(=O)N2)cc1,ChEMBL,49,104,0.0045568603,0.008210742,0.86237556,1.172746,0.06279617,0.15923284
N=C(N)NCCC[C@H](NC(=O)c1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(N)=O)c1ccc(OCc2ccccc2)cc1,ChEMBL,47,98,0.0035175632,0.007421384,0.87995505,1.2457814,0.25677836,1.0326982
CCCCNC(=O)c1ccn2c(NCc3ccc(NC(=N)N)cc3)cnc2c1,ChEMBL,28,60,0.00882232,0.01784208,1.6499506,2.3406067,0.12404806,0.43135327
CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,ChEMBL,23,46,0.004755985,0.007763179,1.8078582,2.4155843,0.42279533,0.798911
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3C(F)(F)F)ccc21,ChEMBL,39,84,0.0075726383,0.015331536,1.1080832,1.5423193,0.24907593,0.8203352
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(F)c3)ccc21,ChEMBL,37,80,0.009026723,0.016754845,1.2224287,1.625688,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3F)ccc21,ChEMBL,37,80,0.007952791,0.015131263,1.1919014,1.7176871,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cc(C)ccn3)ccc21,ChEMBL,38,82,0.0073559606,0.01351754,1.1452454,1.6724849,0.0,0.0
Cc1ccnc(N(CCC(=O)O)C(=O)c2ccc3c(c2)nc(CNc2ccc(C(=N)N)cc2F)n3C)c1,ChEMBL,37,80,0.008347743,0.015067787,1.1673448,1.6256877,0.0,0.0
CC1CN(CC2CCN(Cc3ccccc3)CC2)C(=O)N(c2cccc(C(=N)N)c2)C1,ChEMBL,31,68,0.0072284024,0.012771053,1.3688662,1.9316419,0.31075072,0.7012885
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)c3)ccc21,ChEMBL,38,82,0.0073357834,0.01347081,1.1627388,1.6724849,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)c3C)ccc21,ChEMBL,39,84,0.0071757045,0.012899196,1.1274409,1.6296008,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C)cc3C)ccc21,ChEMBL,39,84,0.0070210355,0.012578518,1.1307731,1.6296008,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cc(C)ccc3C)ccc21,ChEMBL,39,84,0.0069380603,0.012389346,1.129086,1.6296008,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3c(C)cccc3C)ccc21,ChEMBL,39,84,0.0071247392,0.012663755,1.1205261,1.6296008,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C)c(C)c3)ccc21,ChEMBL,39,84,0.0071115606,0.012762674,1.1448673,1.6296008,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(C)c3)ccc21,ChEMBL,39,84,0.0075364327,0.013753122,1.157398,1.6296008,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)cc3F)ccc21,ChEMBL,39,84,0.0080222,0.0150547195,1.1645694,1.6296008,0.17156747,0.43117565
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(F)c3)ccc21,ChEMBL,39,84,0.008047288,0.015123224,1.1742393,1.6296008,0.17098519,0.42289212
CCn1c(CNc2ccc(C(=N)N)cc2F)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)n3)ccc21,ChEMBL,38,82,0.007337605,0.013453128,1.1584665,1.6724849,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C)cc3C)ccc21,ChEMBL,38,82,0.007016191,0.012637593,1.1518734,1.6724849,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)c3C)ccc21,ChEMBL,38,82,0.0071757073,0.012969665,1.1483703,1.6724849,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(C)cc3)ccc21,ChEMBL,37,80,0.0074201883,0.01365054,1.1993355,1.7176871,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)c3)ccc21,ChEMBL,37,80,0.0073361685,0.01355052,1.1851078,1.7176871,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3C)ccc21,ChEMBL,37,80,0.0075272755,0.013850962,1.1782426,1.7176871,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccc3)ccc21,ChEMBL,36,78,0.007938607,0.0150808245,1.222365,1.7654006,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3cccc(C)n3)ccc21,ChEMBL,37,80,0.0073379427,0.0135321785,1.1806101,1.7176871,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3cc(C)ccn3)ccc21,ChEMBL,37,80,0.0073570246,0.013598997,1.1666925,1.7176871,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)cc3F)ccc21,ChEMBL,38,82,0.00805236,0.015208179,1.1874052,1.6724849,0.045885384,0.12552448
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccc(F)c(C)c3)ccc21,ChEMBL,38,82,0.007548656,0.013855182,1.1798654,1.6724849,0.0,0.0
CCn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3c(C)cccc3C)ccc21,ChEMBL,38,82,0.0071224775,0.012725837,1.1411004,1.6724849,0.0,0.0
CCOc1ccc(C[C@@H](NC(=O)c2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)NCc2ccc(CN)cc2)cc1,ChEMBL,43,92,0.0053142067,0.009874699,1.0592526,1.3438649,0.42234918,1.41271
CS(=O)(=O)N1CCN([C@H]2C[C@@H](C(=O)Nc3ccc(C(=O)O)cc3)N(C(=O)C3CCN(C(=N)N)CC3)C2)CC1,ChEMBL,38,82,0.0040371804,0.007635884,1.088989,1.6358588,0.0009933069,0.002554492
CS(=O)(=O)N1CCN([C@H]2C[C@@H](C(=O)Nc3ccc(C(=O)O)cc3)N(C(=O)c3ccc(C(=N)N)cc3)C2)CC1,ChEMBL,38,82,0.0058798254,0.010955977,1.1133399,1.6368966,0.0017336633,0.004702801
O=C(O)c1ccc(NC(=O)[C@@H]2C[C@H](N3CCOCC3)CN2C(=O)/C=C/c2cc(Cl)ccc2-n2cnnn2)cc1,ChEMBL,39,86,0.0075709634,0.015609901,1.0566915,1.5948133,0.0077060848,0.02148911
O=C(Nc1ccccc1)[C@@H]1C[C@H](N2CCN(S(=O)(=O)c3ccccc3)CC2)CN1C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1,ChEMBL,45,100,0.006694212,0.011280179,0.9096055,1.341569,0.00015580317,0.0004665773
O=C(Nc1ccc2nn[nH]c2c1)[C@@H]1C[C@H](N2CCOCC2)CN1C(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1,ChEMBL,39,88,0.008009735,0.014408439,1.0563983,1.6150985,0.0020745494,0.005557513
NC[C@H]1CC[C@H](C(=O)N2C[C@@H](N3CCN(S(=O)(=O)C4CC4)CC3)C[C@H]2C(=O)Nc2ccc(C(=O)O)cc2)CC1,ChEMBL,39,86,0.0038197553,0.0072878473,1.0678225,1.593914,0.00035391192,0.0007283409
C[C@H]1CN([C@H]2C[C@@H](C(=O)Nc3ccccc3)N(C(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)C2)CCN1S(N)(=O)=O,ChEMBL,41,90,0.0059423824,0.009890844,0.9787595,1.4724538,0.03800995,0.15461497
COC(=O)Nc1ccc(-c2cnc([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)C3CCN(C(=N)N)CC3)[nH]2)cc1,ChEMBL,42,92,0.003908719,0.005575005,1.012257,1.5853376,0.00026284056,0.0005904613
COC(=O)Nc1ccc(-c2cnc([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)c3ccc(C(=N)N)cc3)[nH]2)cc1,ChEMBL,42,92,0.005477152,0.010314667,1.0318785,1.5868696,0.00033537834,0.0008775503
COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)c3ccc(NC(=N)N)cc3)nc2Cl)cc1,ChEMBL,44,96,0.0051403004,0.008231131,0.9960459,1.8104525,0.00014840266,0.00038642753
COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)C3CCC([C@H](C)N)CC3)nc2Cl)cc1,ChEMBL,43,94,0.0035363873,0.0051648743,0.9898568,1.8510597,1.997805e-06,8.4696385e-06
COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)N3CCN(C(=N)N)CC3)nc2Cl)cc1,ChEMBL,43,94,0.003935351,0.005697998,0.9908108,1.852274,8.0629914e-05,0.0004879514
Cn1cc(Cl)c2c(F)c(C(=O)N3C[C@@H](C4CCN(S(C)(=O)=O)CC4)C[C@H]3C(=O)Nc3ccc(C(=O)O)cc3)ccc21,ChEMBL,41,90,0.005828334,0.011484501,1.056301,1.5244644,0.0011597,0.0028960237
COC(=O)Nc1ccc(-c2[nH]c([C@@H]3C[C@H](C4CCN(S(C)(=O)=O)CC4)CN3C(=O)/C=C/c3cc(Cl)ccc3-n3cnnn3)nc2Cl)cc1,ChEMBL,48,106,0.005275452,0.008564001,0.89795125,1.6590046,2.1844815e-05,5.6501514e-05
